-1.333811653	-1.763137427	-1.472938739	-2.286952643	0.105910878	-0.118682125	1.315768432	1.316227183	-9.527299125	-0.117418429	3.794366258	-1.054297514	1.337507909	2.541715677	2.431526586	-1.446241733
-0.16974623	-2.094425977	1.067579371	-3.46260622	-1.169437867	2.577065214	-1.9478329	-2.472912732	0.103257737	-0.911294983	-1.198742596	1.840320851	-0.690261983	0.765698017	0.741045175	0.738049189
-0.992323019	0.571681826	0.008999152	-0.463029503	-4.310289562	-1.43966297	1.775309204	1.034679596	1.672426149	0.018051116	3.947416987	0.033066962	-6.845175673	-0.871848241	0.547511803	-2.222017621
-0.604314246	-0.7809274	0.03466907	-1.041705229	-9.435783773	-1.549029949	1.074483676	-0.394966014	0.599398603	0.873021359	-6.189049687	-0.213017133	3.337396375	1.086541514	0.945330772	-0.852079288
0.118896432	0.853971359	-5.458516853	-1.094403592	-0.040643653	0.264434041	0.609866312	3.626287937	2.160162681	-0.720482518	-1.335355947	0.346296526	0.935133819	-3.595603671	-3.527706015	-1.109779571
-1.54447639	0.556149318	0.413295458	1.706041199	1.166168867	-3.854093757	-8.907082591	1.419208574	0.2415446	-0.072412922	-8.444304058	-1.62725463	0.901229871	1.003939874	0.343053979	-2.286052524
-1.440837398	-0.871229532	-1.409151378	0.255096444	1.27111943	-2.666530146	-8.980554624	0.93435563	1.033892863	-2.327664039	8.473297039	-1.454088107	0.60420534	-0.606415357	-0.190166335	-1.806048751
-0.374637025	-0.900828662	4.008140977	1.600279629	0.2172375	0.34582972	0.566041084	-4.272427703	-3.212611108	0.515643577	-1.32991607	-0.434531643	1.831819241	-3.165380416	-3.42200632	-2.032640014
-5.470463799	-3.24719031	-1.531412597	-2.379416991	3.304784358	-1.961290997	6.979882067	-3.631773163	6.873448127	-3.444129587	7.808101521	-0.859423526	4.006901869	0.864251529	0.566997642	-7.82803746
-5.767905259	-1.677051638	-0.588344324	-1.321071639	6.893887253	-3.804090695	7.214238771	0.723772315	-0.239999975	-2.226726458	-8.349615348	-2.493160313	-0.847838802	5.601999692	2.556623366	-7.384826494
